ofi_500ms,ofi_2000ms,vpin,cancel_to_fill,depth_imbalance,micro_price_elasticity,book_slope_delta,bid_ask_spread,target_crash_event
-0.75770444,-3.7433496,0.3305929,0.62794346,0.005995551,0.00012614811,0.0038825467,0.00035641377,0
3.4894912,0.030699182,0.12147931,1.3848414,0.06990597,-2.0043375e-05,0.0011396041,0.00046146865,0
0.34055203,1.986392,0.32688135,0.7048738,0.26330334,-0.00029041755,0.0006964298,0.0005588317,0
0.8429756,-1.8680986,0.18335022,1.0027996,-0.008936476,0.00026992042,0.001714031,0.00043070904,0
2.6987996,0.92189854,0.26502898,1.4518515,-0.032899503,-1.2036208e-05,0.002494587,0.00056103704,0
-0.06270478,0.35198215,0.3022132,0.96337146,0.10470974,5.956147e-05,0.0005646376,0.0006098777,0
2.476249,2.4405289,0.3044383,1.2084016,0.118195295,3.7946647e-05,0.0016483327,0.0004869857,0
0.2909879,1.7854711,0.13454235,2.0369549,-0.05060174,-0.00014283773,0.0033162218,0.0005791663,0
1.8723594,1.8850365,0.19902025,0.84109825,0.057580456,-3.5432342e-05,0.0029502395,0.00048529427,0
-2.4764917,-0.9641575,0.23303452,0.9745102,-0.03222204,0.00014873744,0.0014899331,0.0004493057,0
-1.4131149,0.6961498,0.08415325,0.6370145,-0.021844422,5.7310568e-05,0.0016218151,0.0006475356,0
2.572979,-0.4798156,0.1984787,0.7989883,0.048148688,4.226827e-05,0.0016454371,0.0004172769,0
1.5580395,4.5982165,0.19129919,1.3606846,0.1190144,1.9755906e-05,0.001448185,0.00050125923,0
0.2930283,-2.3190293,0.20196082,1.3991994,0.19511436,0.00029185417,0.005306365,0.00042326524,0
2.616962,0.550026,0.37518424,0.8766807,-0.033972185,-1.987853e-05,-0.0032477914,0.0004474245,0
-2.2773979,0.45118135,0.22734047,1.9504683,0.14504239,-1.538073e-05,-0.00079682935,0.0005491919,0
-3.9606996,5.494376,0.2943552,1.0123297,-0.12131345,0.00037077448,0.0007709203,0.00062378164,0
-4.7832828,-1.798125,0.2004195,1.2187922,0.0049934527,0.00022456999,-0.0011352409,0.00048576205,0
0.3608869,1.5433165,0.2569292,0.7501432,-0.103411414,0.00035553536,0.001664628,0.00042515135,0
4.6534557,0.3470239,0.29434377,1.2270074,0.2560748,0.00045106816,0.0005020717,0.0005971571,0
1.9361279,4.1058946,0.122806124,1.4744205,0.15584245,-0.0002517479,-0.001366517,0.0002960768,0
-0.8082205,2.1526268,0.32018855,1.2296379,0.21286155,-0.00017602029,-0.0024067648,0.0004944452,0
1.1521963,-0.09808424,0.03460463,1.1643519,-0.08044695,0.00023393451,0.0017331966,0.00040601203,0
-1.5416007,-3.1776407,0.19498567,1.5820569,-0.048572604,0.0002008093,-6.0515238e-05,0.00042071272,0
-0.3210911,-3.105727,0.15570806,0.72084886,0.24647251,0.00010705271,-0.000399451,0.000521398,0
-0.33698416,-0.6629088,0.24913333,1.5030031,-0.0030501147,-1.5163648e-05,0.00044989662,0.00026980788,0
-4.545573,4.1006227,0.33159742,1.1003855,0.1076557,0.00016225003,0.0071577616,0.0006119575,0
-0.38375276,-2.8666213,0.0714843,1.2813854,-0.025635075,-0.00018445074,-0.00029314577,0.0003918452,0
5.0614247,2.6449192,0.19936219,1.7919776,0.05773683,-7.2256844e-05,0.0040462483,0.000553891,0
-3.1117384,-0.571016,0.12995054,0.6468801,0.14261776,0.00048188333,-0.0017971351,0.0005562969,0
-1.9519277,-1.4613762,0.15260848,0.8544037,0.05485216,-6.619003e-05,0.0015409136,0.0004949762,0
-0.71684414,-2.722691,0.15385829,1.5021565,0.10009172,-9.551105e-05,0.0011986647,0.0005751387,0
-5.008216,1.6300806,0.1469901,1.4282395,-0.026325915,-0.00026097643,-0.002255085,0.0005048085,0
0.77916753,-2.71295,0.2510874,0.535392,0.04339202,-0.00014220324,-0.00030367222,0.0005047399,0
-2.5812402,-1.1536666,0.28050342,0.9692432,0.13356921,-0.00012594137,0.0020596085,0.0006441569,0
-7.4149337,-2.3906858,0.24616577,1.1187818,0.08711459,-2.0797037e-05,0.0011731796,0.00048443227,0
3.5033462,0.7632625,0.22700821,1.0352492,0.0012393775,1.3488362e-05,0.0017889043,0.00045790157,0
0.86932456,6.2262025,0.26968998,1.0695906,0.17012139,1.8384926e-05,-0.003076249,0.00039919137,0
-5.6123757,-1.0545404,0.20147347,1.870575,0.082692735,5.6179895e-05,0.0026588112,0.00027888647,0
0.7068437,2.3125956,0.0817131,1.6575016,0.08384964,1.6942417e-05,0.0022655637,0.0007270693,0
0.54559875,0.74466175,0.16325113,0.86006224,0.13303359,-7.121677e-05,0.0011431325,0.00045223426,0
1.4369395,1.0009863,0.28300318,0.99599344,0.023012506,-9.5752745e-05,0.00011141348,0.00053773005,0
2.2709658,-2.766496,0.26956847,1.7422551,0.09134349,0.00047535915,-0.0005475784,0.00037553452,0
-5.3361607,4.488133,0.25234926,1.1777661,0.077996865,-0.00012509781,0.0058915038,0.0005129221,0
0.3281844,2.1773,0.23848073,1.2895536,-0.029047446,0.00019429367,0.004764049,0.000634542,0
4.77956,-1.5336471,0.120831616,1.1496853,0.05557249,0.0003188383,-0.0023849292,0.00065295503,0
-0.4740237,-1.2806432,0.11903165,0.5380573,0.13231705,0.00011466359,-0.0015799218,0.0003704921,0
-1.0073541,5.0070643,0.17923269,0.59874284,0.025425693,4.5455286e-05,-0.004393773,0.00049457053,0
-0.69280356,2.088619,0.34791648,1.6506261,0.023111131,-0.00012130518,0.0061467197,0.00050592184,0
0.041787874,-0.07237526,0.21584678,1.1422558,-0.007366201,-9.371788e-06,0.00093449344,0.00044565753,0
-2.1385374,0.3192907,0.17960182,1.8015972,-0.21509698,0.00031830138,0.0034921705,0.000292661,0
-1.0280628,-1.1143225,0.087399065,0.88887334,-0.061057586,0.0004504541,0.0028713567,0.00062715553,0
2.1650162,-3.3871553,0.15803838,1.3957498,-0.07221278,0.00024259968,0.0005193492,0.00046251793,0
2.13288,1.3327899,0.1711227,1.6637319,-0.058106333,0.00022318712,0.0021862024,0.00046904536,0
0.97839904,-3.7533407,0.27392218,1.1260391,-0.002272302,0.00030980184,-0.00040868737,0.00035915387,0
-4.6698875,1.8180299,0.09756565,1.9019177,-0.15819295,0.00043929127,0.0014220349,0.0004903287,0
-1.6347573,1.1974083,0.19698922,1.6413207,0.061422765,0.00013006035,0.00027277556,0.00049430545,0
0.9234053,-5.130505,0.09214517,1.4973056,0.06708654,6.320333e-05,0.0010368678,0.00053475815,0
-1.619279,-2.3349142,0.21566762,0.8086509,0.090825275,-0.00024051672,0.0030583113,0.00054725975,0
0.7680892,2.948073,0.33323795,1.605748,-0.13408743,-0.00015591539,-0.00024963715,0.0005026091,0
1.5529771,-2.1772316,0.21494134,0.8978468,-0.01115178,-0.00018133222,-0.0008464665,0.00036483153,0
-2.9276197,3.1609254,0.12404809,2.2529528,0.09933179,0.00013696722,-0.0007167156,0.000570031,0
-1.7269135,0.36602944,0.40480676,1.161576,0.16492733,-4.0635285e-05,0.00093002303,0.00067708007,0
-1.8809012,5.4373455,0.25662017,0.9750133,0.11324077,0.0002945109,0.0022436199,0.00034297752,0
-2.1814115,-0.7425559,0.19404532,1.4482689,0.0677701,-0.00016706887,0.0017603957,0.0005610586,0
1.6793714,3.2423422,0.26671377,1.383672,0.042983428,-0.0002321922,0.0018592364,0.00052076875,0
0.8147365,-3.8302457,0.113515474,1.6212611,0.046044484,0.00023630014,0.0010566368,0.0005029756,0
2.8148515,-1.5481342,0.20768966,1.0150899,0.0065503772,3.8165574e-05,0.0014442676,0.00045212512,0
3.7672684,-2.683822,0.18505026,1.0241076,0.19469778,0.00013931096,0.003063689,0.00035144397,0
0.8011508,2.6688924,0.20658273,1.6261921,-0.0017288451,0.0003818695,0.0055977963,0.00046371613,0
-1.3365076,4.360153,0.32636577,0.990856,0.007981318,4.364308e-05,-0.001688901,0.0004081348,0
-3.0124223,-2.3033926,0.19722521,1.2936859,0.20505005,-9.967081e-05,0.0029686447,0.0004786011,0
-0.14839113,2.0244584,0.11018224,1.3529639,0.06664522,0.00019849025,0.0015783373,0.00074553,0
-1.9132199,-1.5929909,0.15014876,0.97780913,-0.013738712,0.0003378033,0.0038410085,0.00044292537,0
-2.4970667,1.4142467,0.15582216,1.4531727,0.0702923,-0.00020314883,0.0040950105,0.00067958777,0
-1.838366,-1.1631047,0.22286923,1.3337827,0.11585443,0.0005020409,0.00064610556,0.00042017028,0
-4.1379576,-2.19279,0.19734985,1.9178232,-0.0017611299,0.00014475759,0.0009671542,0.00061883935,0
7.580797,-1.5926063,0.16084485,1.6176643,0.11818915,0.00046934147,0.0021678563,0.0004640708,0
1.7719646,3.3261108,0.26563856,1.4029096,0.15666747,0.00033385912,0.003764318,0.000564871,0
-0.5013542,0.44014105,0.2965207,0.87322575,0.08686733,2.1332238e-05,0.0010574897,0.0006278452,0
0.5732972,0.13930964,0.091211505,1.4985014,0.114548415,0.00053265097,0.00038444353,0.00052191503,0
0.74815106,4.73236,0.19237636,1.3116086,0.11078965,0.00013732183,0.00010713277,0.000519409,0
3.2208953,-3.079546,0.21063757,0.9199517,0.16950466,-0.00020463738,-0.000117843694,0.0005377212,0
4.6965723,-0.19725078,0.15558404,1.9524628,-0.09480139,-0.0003397612,0.0018800289,0.00044979458,0
-3.0636985,2.1250694,0.21950406,0.9743686,-0.07803044,0.00027449147,0.0023004024,0.0004900824,0
5.539911,-3.2102542,0.07795799,0.9232368,0.045441397,0.0001486679,0.00051752786,0.00053520553,0
-3.7546182,4.3312936,0.1934279,1.6469183,0.08427253,0.00019135064,0.0021395346,0.00054477085,0
1.9281683,3.9874575,0.2157217,1.4836015,0.041026432,0.00038802344,-0.0003527846,0.00068009406,0
-0.120473854,-4.2923255,0.21024835,0.92757934,0.13406436,-3.0524796e-05,0.00010763313,0.00031104594,0
-1.3569189,-7.271638,0.07328778,1.5041659,0.12858002,0.00018509151,-0.0009339523,0.00049522886,0
-0.010807618,-3.475094,0.32027185,1.5509449,0.027903583,0.00010537717,0.0014167656,0.00029582652,0
-0.74153215,-2.0459528,0.1198704,1.0875599,0.22976865,0.00022816857,-0.00014235798,0.00055725826,0
4.198066,2.773901,0.20477043,0.9412253,0.11982233,0.00017869708,0.0027903866,0.00056351715,0
3.148658,-1.6057056,0.30539152,1.2790399,0.2575261,-3.7837563e-05,0.0044719274,0.0005197911,0
-1.954254,-1.4516575,0.17437221,1.3696663,0.10228355,-1.4740001e-05,0.00095129083,0.00071422703,0
5.1826296,1.308971,0.20304027,1.2480125,0.111351795,-0.000104558516,0.0004852469,0.0003331416,0
1.1976694,1.9415878,0.16134508,1.8295947,-0.07257657,-0.00019287497,0.0014489036,0.00060470984,0
5.051783,-1.3766528,0.28629446,1.1845967,0.03273727,0.000276732,0.0023046457,0.00034236078,0
4.429621,4.140274,0.14995499,1.3583214,0.099403016,0.00015213476,-0.000100610305,0.00043283767,0
-0.07666221,3.518187,0.24348801,1.0517542,0.12716988,-0.00046970852,0.0032975315,0.00032602862,0
-1.0873228,-3.3590097,0.09642548,1.6643307,0.0032298798,0.00016930078,0.0009061588,0.00054770405,0
0.23046568,-3.8489766,0.27970135,1.0024973,-0.10565819,1.4376968e-05,0.0040015196,0.00058502215,0
-1.0459564,-1.0477731,0.1742692,2.0306993,0.08819354,0.00018600833,0.003060567,0.0005238789,0
-0.77712643,-0.5890495,0.19427189,1.185111,0.122762956,0.00011038918,0.0024652802,0.00049192837,0
0.23590557,-5.994602,0.27330622,1.3385954,0.14980102,-0.0004792511,0.0051767495,0.00048604104,0
3.3245485,-3.1197178,0.24902192,0.7786338,-0.012376896,0.00048280627,0.0006186352,0.00052174326,0
2.6102033,1.4870456,0.21203351,1.3459845,0.29034156,8.847624e-05,0.0014021981,0.00060506543,0
3.316578,3.561091,0.25109842,0.74279803,0.21334316,-0.00012926907,0.0016052709,0.0004245724,0
-0.19241504,0.98628724,0.22570857,1.3687683,0.21137112,0.00019070687,0.0005116867,0.00059640873,0
3.5684114,-3.6828234,0.247792,1.4804691,0.02024365,0.00037514136,0.0006998888,0.0005125576,0
-0.51921546,0.046737142,0.11229799,0.6239796,0.20945051,-6.939227e-05,-0.0009827847,0.000284661,0
-1.9168853,-3.9692693,0.3313612,1.6039268,-0.018815035,0.00055048714,0.002963531,0.00046751686,0
-7.498217,6.8728275,0.088834204,0.5418405,0.15225704,0.00058795046,0.0037685456,0.0005563909,0
1.784263,2.5602467,0.2607143,1.3124765,0.06042011,8.748138e-05,-0.0005079292,0.0004719325,0
-5.0788703,-0.29501888,0.12091271,0.7585643,0.06798942,0.00037840047,0.0028366332,0.00034294993,0
-2.9688845,2.8223135,0.12140101,1.1101468,0.10500521,-9.366889e-05,0.001210751,0.00036659744,0
-1.8041029,0.9593458,0.072560504,1.37619,0.04803622,0.000210498,0.0014478283,0.00063641404,0
0.3756735,-1.2882166,0.2097838,1.4173192,0.054886006,0.000108118336,-0.00040398337,0.0004337099,0
-4.2078156,5.24873,0.10049094,0.9228379,-0.021840727,0.00027898487,0.00041010065,0.0006247742,0
-2.0204718,0.8369825,0.13317223,2.0580597,-0.06875984,0.00016196414,0.0022675537,0.0005413799,0
-0.55586296,-0.3894621,0.20350492,1.1411992,0.1463879,0.0005421046,-0.00011498357,0.0003630197,0
-0.26484615,7.739128,0.13570604,1.8556467,0.21777008,-1.0717648e-05,0.0021379662,0.0006628397,0
-1.1373832,-0.6107411,0.15346552,0.7940973,-0.014927754,-0.00014478805,0.0010681669,0.00042300267,0
0.7013577,-4.667687,0.22647043,1.5334116,-0.14937356,0.00017481131,0.003455338,0.0003790359,0
5.0177174,1.2570571,0.14359905,1.1776924,0.10583269,0.00011520108,0.002077512,0.00040793265,0
0.50808245,-4.2411437,0.19110191,0.83843696,-0.023552995,0.00034721862,0.0031826203,0.0005609138,0
-3.2769382,-0.94922537,0.29704782,1.2566868,0.28193295,0.00017866357,0.0013840982,0.00046908835,0
0.40062273,-0.4574095,0.2566487,1.582681,-0.028598946,-0.0001662466,-0.0026724108,0.00055079913,0
-3.3100998,-6.4586716,0.23108628,2.1971998,0.04939291,0.00026769817,0.0011636587,0.000490111,0
2.7572296,-0.8708236,0.22139138,1.3286791,-0.016809046,0.00029840847,0.0006500805,0.0004244255,0
1.6095295,-2.695404,0.20225449,1.1963524,0.15858956,0.00019493965,0.00094994606,0.0005817766,0
4.170623,1.6734309,0.20082821,0.6752655,-0.056511365,3.895506e-05,-0.0002190244,0.00048130288,0
0.16994977,1.5890783,0.19436009,1.3946006,0.056447443,-0.0002950933,-0.0008786708,0.00048559124,0
-3.629084,1.7997862,0.32246006,1.6875048,0.028655713,0.00039814523,0.0012973349,0.0004662914,0
-1.8402079,-0.9074091,0.16894585,1.2681665,0.0660574,0.000100609206,0.0018738763,0.0006190646,0
2.8486624,-4.454694,-0.0043136906,1.573728,-0.08668787,5.504692e-05,-0.001340226,0.00031980197,0
1.6243882,2.2774656,0.15387917,0.16358308,-0.004624445,0.0001783608,-0.001957823,0.000518336,0
-0.045929547,1.7378745,0.20956643,0.8107724,0.16965716,6.829409e-05,0.0009453909,0.0004066732,0
-1.3298467,-2.6544082,0.18616432,1.8846834,-0.087190114,-0.00022271227,0.0039423406,0.00047906765,0
-2.0072181,3.119714,0.15155075,1.9304038,0.117792584,2.4177184e-06,0.0053146165,0.00043942852,0
2.2262862,0.89787775,0.30413932,1.8246045,0.053200416,-5.0683575e-05,0.0019199443,0.00043222847,0
6.0401616,0.40960598,0.17077428,1.2738721,-0.08471263,-9.432281e-05,0.0034008278,0.00043431058,0
-3.140733,1.6099583,0.29485634,1.4875814,0.14960477,-5.1359017e-05,-0.0018436214,0.00065013336,0
-0.9680395,-0.75249904,0.30625552,1.422492,0.09558877,0.00053300045,-0.00028703647,0.000592784,0
0.17103937,0.80577683,0.3222775,1.4031343,0.10382961,0.00031450146,0.00027009455,0.00041607904,0
-3.1344275,-5.89907,0.36449656,0.75871664,0.027874637,4.463734e-05,0.0016148133,0.0005815737,0
2.5814204,-1.7492323,0.18663026,1.313032,0.025130887,0.00042146913,0.00198195,0.0005734878,0
1.9886438,3.5204215,0.21448173,0.6812672,0.08996879,-3.0271378e-05,-5.7233363e-05,0.0005586364,0
3.7148492,0.06381473,0.22470663,1.880886,0.07407532,0.0006203366,0.0021310193,0.0003239237,0
2.2600248,1.1434752,0.30318022,1.4692725,0.0361544,-0.00014485964,0.0005819535,0.00041494795,0
-1.7415704,1.7657353,0.33359236,1.3578687,-0.0695883,0.00018892053,0.0033932629,0.0004390217,0
-0.4020515,0.044064585,0.13720813,1.4593122,0.037905186,0.0001839065,-0.00077498436,0.00045625417,0
2.167144,-1.1184994,0.33815712,1.0401455,0.072468475,0.00028651816,-0.0018367314,0.0003239191,0
-4.576969,3.7877524,0.15585135,2.2232797,-0.00642476,0.00013691025,0.0040842197,0.0007006093,0
6.1845107,3.6250987,0.281925,1.4370108,0.12783611,-1.0237143e-05,-0.00063639774,0.00049966254,0
-0.5105539,-1.3596841,0.255711,1.5821221,0.05884069,0.000395506,-0.0012833782,0.00048063404,0
-2.150467,-5.59961,0.19338554,1.151301,0.20134497,0.00022616233,-0.0010483736,0.00068540924,0
3.6631012,1.7462931,0.18188128,0.8162243,0.012779322,0.0003177497,0.0047691725,0.00065432437,0
-1.4665483,-3.3588524,0.2112709,0.49262425,0.08231677,7.047948e-05,6.7926994e-05,0.0003405297,0
1.5408003,-1.5981026,0.10640665,0.051095113,0.04724851,0.00045445032,0.0043225186,0.00045429036,0
-1.8066362,1.4063227,0.12012917,1.3207167,0.12660803,0.00034538665,0.0007996918,0.00047963264,0
-2.6339478,-2.4806411,0.1818817,1.3469462,0.14135846,-6.063579e-05,0.003985377,0.00047288765,0
-0.06410188,-2.241635,0.006060779,1.5536182,0.12368439,4.373449e-05,0.0011339814,0.0005515939,0
-4.687638,-1.5871581,0.26354116,0.6982842,0.07935579,-0.00017131637,0.00193286,0.00049643585,0
-4.8453956,3.494218,0.14123267,0.875899,0.07005692,0.00032972748,-0.0010316436,0.000506168,0
1.2864496,2.0793169,0.21411532,1.0531889,-0.032759022,0.000117228774,-0.001144278,0.00020786496,0
1.3096794,2.7118046,0.010965405,0.7961077,0.111915424,0.0005114991,0.0010415874,0.0004271997,0
-0.5486893,4.124629,0.14832287,0.8803232,0.0017256478,-9.066572e-05,0.0012453407,0.00066246785,0
0.9692378,-0.7570605,0.1766551,0.57472366,0.13831098,8.443256e-05,0.0006390402,0.0008193108,0
0.8962587,-2.2553732,0.1658914,1.6593783,0.06132704,-0.00018765559,0.002838458,0.0004331856,0
5.6198936,3.2401443,0.16421425,1.7124065,0.05678555,0.00027055474,0.0019694655,0.00041536434,0
-1.9306495,3.0898824,0.17321797,1.0385406,-0.04551226,0.00018471981,0.00512505,0.0003932467,0
0.07265837,4.2366614,0.19362868,1.3809487,-0.05623935,0.00018566143,0.00062571146,0.000598573,0
3.562158,7.768691,0.24637066,1.3303186,0.06943843,2.9366742e-05,0.0016769677,0.00047045987,0
0.50538296,3.9527926,0.119476594,1.6559514,0.18171151,7.638629e-05,-0.00324371,0.0004392178,0
3.8909836,-0.068604186,0.120055825,0.99809,0.134062,0.00020934672,0.0005221358,0.00046331756,0
-1.1752745,-2.7672305,0.32923004,1.0710719,0.17171586,0.0004042632,0.002996622,0.00045683797,0
1.2111902,-0.07258682,0.12770385,1.3297437,-0.06790398,0.00033753586,7.07654e-05,0.00052011595,0
0.8498636,-0.7767149,0.2469355,1.0100385,0.13712972,-0.00016919593,0.0012527591,0.0006938929,0
-3.000994,-2.0332348,0.24111263,1.2718327,0.08506301,0.00019783742,0.002269443,0.00061096996,0
1.229456,-0.72377294,0.2538059,1.9599528,0.036736626,-9.490586e-05,0.0032141614,0.0004879619,0
-6.5180087,2.542265,0.15717374,1.1637866,0.08319803,0.00013809993,0.0024189036,0.00045645135,0
1.5393174,-0.77864003,0.25910485,1.446147,-0.04354387,0.00031719642,-7.1926894e-05,0.00058080576,0
1.101862,5.514551,0.18212272,1.0602733,0.04805804,3.9364044e-05,0.0025998838,0.00033836893,0
-3.1610472,-3.2034087,0.2760246,1.8842454,0.039555077,6.6235654e-05,0.0011401044,0.0006161878,0
-2.7820594,0.71510696,0.27801582,1.4004377,0.06895816,0.0003002092,-0.0044064648,0.00056778756,0
-1.9622271,-5.4918985,0.24089621,1.7494634,0.036255147,0.0002905749,0.0042245565,0.0006314914,0
4.9198937,2.2263825,0.20603469,0.5592137,0.02539375,-6.864932e-05,0.0053418856,0.00048241141,0
0.36961442,1.6544561,0.2034882,1.8780204,-0.012264936,0.00013892149,-0.00048494118,0.00036799774,0
-1.8353072,-0.11111039,0.16565582,0.9230316,-0.090631746,8.337889e-05,-0.0020094407,0.0005760056,0
0.24731927,-4.3726544,0.17526327,0.89913744,0.08191745,0.00036809008,-0.002750345,0.0005115026,0
-0.4803984,2.0140202,0.21705572,0.89921224,0.018094607,-5.9205173e-05,0.0031520142,0.0005021312,0
5.7035723,-0.18198244,0.14332746,0.59451425,-0.13031396,-0.00021682719,0.0015342534,0.00055087253,0
-4.743572,2.6851149,0.16135512,1.2587172,0.21122207,0.00027936787,0.0004629387,0.00041088078,0
-6.4554462,-2.15746,0.18310958,0.8051282,0.0368743,0.00011537038,0.000550288,0.00043499973,0
0.50596404,1.325822,0.11276808,1.764373,0.040141188,0.000103769926,0.0024164289,0.0005233216,0
2.8594098,0.8613725,0.15100501,1.3446014,-0.06437262,0.00012171194,0.00093354,0.0004791883,0
-0.38561255,-5.645547,0.156102,1.2371379,0.06598564,-0.00010553503,0.0035314157,0.0004133825,0
2.9083717,1.2815831,0.14830181,1.9101243,-0.06936368,0.00028383083,0.0030011646,0.000432938,0
4.177396,-0.75013953,0.22309549,1.3041288,0.036569126,0.00026216166,0.0025869776,0.0003251468,0
3.9130206,-4.987476,0.2826037,1.6506821,-0.05909664,1.7837143e-05,-0.0012114093,0.0004785079,0
-0.92410284,2.3389816,0.3048247,1.7582735,-0.0062168026,5.8155627e-05,-0.0023668765,0.000419413,0
2.8945549,4.8467484,0.101252094,0.9630143,0.047359426,0.00015603223,-0.00061920704,0.0005424061,0
-1.4215181,-0.043356813,0.24370274,1.2025689,0.006361411,7.807804e-05,0.0008232741,0.0004629989,0
-0.77638817,4.7959414,0.24487355,1.0818079,0.11969544,3.32361e-05,0.0033462492,0.0005369642,0
-0.32190642,1.3431507,0.074329905,0.749293,-0.0693925,0.00012858862,0.00446503,0.00072313,0
1.9141533,1.5025334,0.05591538,0.9829305,-0.028778376,-2.416952e-05,0.0006637124,0.00045279093,0
-5.9378996,2.2437308,0.11418056,1.2956988,0.25740826,-8.387692e-05,-0.0040605753,0.00047139957,0
3.3028789,5.8750424,0.10163603,1.3986797,0.0034689542,7.881033e-05,0.006288687,0.00034970295,0
0.76121897,1.4030795,0.2868629,1.2391933,0.080805056,2.1670287e-05,0.0015382539,0.0004656808,0
1.8647157,-1.108831,0.23016803,1.1882949,0.16260503,8.972125e-05,-0.002546065,0.00062619214,0
-2.717197,-1.9612991,0.1523471,1.7497753,-0.16356742,0.0007275497,0.0031121136,0.0005223239,0
-0.164682,0.8566622,0.2416898,1.4580863,0.105560444,0.00011791613,0.0006053232,0.00048487267,0
-0.58472484,3.4013102,0.24748453,0.023844546,0.11559008,0.00013894725,0.0009625825,0.00046114816,0
3.372338,2.8425794,0.13816978,1.3628209,-0.047165673,-0.00017592363,-0.00025343444,0.00058623933,0
2.8593752,1.5392562,0.25800768,1.4064714,-0.01414816,0.00018638451,0.002600819,0.0005754291,0
3.56674,2.1249115,0.22811586,1.6280601,0.047347873,-7.637493e-05,0.0006738661,0.00042550973,0
-2.0255349,-0.43355602,0.13660641,1.0768154,-0.13936147,0.00014265874,0.001002411,0.00041829114,0
1.977737,2.8127105,0.07139521,0.8949101,-0.026914235,-8.798062e-05,0.0026589497,0.0004806174,0
-0.79354453,-6.011587,0.25083345,0.70429665,0.055993263,0.00015547538,0.0037213173,0.00036911797,0
